word,palabra,sentiment,lexicon,score
excel,sobresalir,positive,bing,NA
exceled,Exceled,positive,bing,NA
excelent,Excelente,positive,bing,NA
excellant,Excelente,positive,bing,NA
excelled,Sobresalió,positive,bing,NA
excellence,excelencia,positive,bing,NA
excellency,excelencia,positive,bing,NA
excellent,excelente,positive,bing,NA
excellently,Excelentemente,positive,bing,NA
excels,Sobresale,positive,bing,NA
exceptional,excepcional,positive,bing,NA
exceptionally,excepcionalmente,positive,bing,NA
excessive,excesivo,negative,bing,NA
excessively,excesivamente,negative,bing,NA
excite,excitar,positive,bing,NA
excited,emocionado,positive,bing,NA
excitedly,Emocionado,positive,bing,NA
excitedness,Emoción,positive,bing,NA
excitement,emoción,positive,bing,NA
excites,Excita,positive,bing,NA
exciting,emocionante,positive,bing,NA
excitingly,Emocionantemente,positive,bing,NA
exclusion,exclusión,negative,bing,NA
excoriate,excoriar,negative,bing,NA
excruciating,agudísimo,negative,bing,NA
excruciatingly,Terriblemente,negative,bing,NA
excuse,excusa,negative,bing,NA
excuses,Excusas,negative,bing,NA
execrate,execrar,negative,bing,NA
exellent,Excelente,positive,bing,NA
exemplar,ejemplar,positive,bing,NA
exemplary,ejemplar,positive,bing,NA
exhaust,escape,negative,bing,NA
exhausted,agotado,negative,bing,NA
exhaustion,agotamiento,negative,bing,NA
exhausts,Escapes,negative,bing,NA
exhilarate,regocijar,positive,bing,NA
exhilarating,Emocionante,positive,bing,NA
exhilaratingly,Exaltante,positive,bing,NA
exhilaration,regocijo,positive,bing,NA
exhorbitant,Exorbitante,negative,bing,NA
exhort,exhortar,negative,bing,NA
exile,exilio,negative,bing,NA
exonerate,exonerar,positive,bing,NA
exorbitant,exorbitante,negative,bing,NA
exorbitantance,Exorbitancia,negative,bing,NA
exorbitantly,exorbitantemente,negative,bing,NA
expansive,expansivo,positive,bing,NA
expeditiously,Con prontitud,positive,bing,NA
expel,expulsar,negative,bing,NA
expensive,costoso,negative,bing,NA
expertly,Expertamente,positive,bing,NA
expire,expirar,negative,bing,NA
expired,muerto,negative,bing,NA
explode,explotar,negative,bing,NA
exploit,explotar,negative,bing,NA
exploitation,explotación,negative,bing,NA
explosive,explosivo,negative,bing,NA
expropriate,expropiar,negative,bing,NA
expropriation,expropiación,negative,bing,NA
expulse,Expulsar,negative,bing,NA
expunge,borrar,negative,bing,NA
exquisite,Exquisito,positive,bing,NA
exquisitely,Exquisitamente,positive,bing,NA
exterminate,exterminar,negative,bing,NA
extermination,exterminio,negative,bing,NA
extinguish,extinguir,negative,bing,NA
extol,ensalzar,positive,bing,NA
extoll,ensalzar,positive,bing,NA
extort,extorsionar,negative,bing,NA
extortion,extorsión,negative,bing,NA
extraneous,extraño,negative,bing,NA
extraordinarily,extraordinariamente,positive,bing,NA
extraordinary,extraordinario,positive,bing,NA
extravagance,extravagancia,negative,bing,NA
extravagant,Extravagante,negative,bing,NA
extravagantly,extravagantemente,negative,bing,NA
extremism,extremismo,negative,bing,NA
extremist,extremista,negative,bing,NA
extremists,Extremistas,negative,bing,NA
exuberance,exuberancia,positive,bing,NA
exuberant,exuberante,positive,bing,NA
exuberantly,Exuberantemente,positive,bing,NA
exult,exultar,positive,bing,NA
exultant,jubiloso,positive,bing,NA
exultation,exultación,positive,bing,NA
exultingly,Exultante,positive,bing,NA
eye-catch,captura de ojo,positive,bing,NA
eye-catching,Llamativo,positive,bing,NA
eyecatch,captura de ojo,positive,bing,NA
eyecatching,Eyecatching,positive,bing,NA
eyesore,monstruosidad,negative,bing,NA
f**k,Fk,negative,bing,NA
fabricate,fabricar,negative,bing,NA
fabrication,fabricación,negative,bing,NA
fabulous,fabuloso,positive,bing,NA
fabulously,fabulosamente,positive,bing,NA
facetious,chistoso,negative,bing,NA
facetiously,en broma,negative,bing,NA
facilitate,facilitar,positive,bing,NA
fail,fallar,negative,bing,NA
failed,ha fallado,negative,bing,NA
failing,defecto,negative,bing,NA
fails,Falla,negative,bing,NA
failure,fracaso,negative,bing,NA
failures,Fallos,negative,bing,NA
faint,débil,negative,bing,NA
fainthearted,pusilánime,negative,bing,NA
fair,justa,positive,bing,NA
fairly,bastante,positive,bing,NA
fairness,justicia,positive,bing,NA
faith,fe,positive,bing,NA
faithful,fiel,positive,bing,NA
faithfully,fielmente,positive,bing,NA
faithfulness,fidelidad,positive,bing,NA
faithless,desleal,negative,bing,NA
fake,falso,negative,bing,NA
fall,otoño,negative,bing,NA
fallacies,Falacias,negative,bing,NA
fallacious,erróneo,negative,bing,NA
fallaciously,Falazmente,negative,bing,NA
fallaciousness,Falacia,negative,bing,NA
fallacy,falacia,negative,bing,NA
fallen,caído,negative,bing,NA
falling,que cae,negative,bing,NA
fallout,caer,negative,bing,NA
falls,caídas,negative,bing,NA
FALSE,falso,negative,bing,NA
falsehood,falsedad,negative,bing,NA
falsely,falsamente,negative,bing,NA
falsify,falsificar,negative,bing,NA
falter,desfallecer,negative,bing,NA
faltered,Vaciló,negative,bing,NA
fame,fama,positive,bing,NA
famed,famoso,positive,bing,NA
famine,hambruna,negative,bing,NA
famished,famélico,negative,bing,NA
famous,famoso,positive,bing,NA
famously,famosamente,positive,bing,NA
fanatic,fanático,negative,bing,NA
fanatical,fanático,negative,bing,NA
fanatically,fanáticamente,negative,bing,NA
fanaticism,fanatismo,negative,bing,NA
fanatics,Fanáticos,negative,bing,NA
fancier,criador,positive,bing,NA
fanciful,imaginario,negative,bing,NA
fancinating,Fancinando,positive,bing,NA
fancy,lujoso,positive,bing,NA
fanfare,trompeteo,positive,bing,NA
fans,aficionados,positive,bing,NA
fantastic,fantástico,positive,bing,NA
fantastically,fantásticamente,positive,bing,NA
far-fetched,Extravagante,negative,bing,NA
farce,farsa,negative,bing,NA
farcical,absurdo,negative,bing,NA
farcical-yet-provocative,Ridículo-pero-provocativo,negative,bing,NA
farcically,Farcamente,negative,bing,NA
farfetched,Rebuscado,negative,bing,NA
fascinate,fascinar,positive,bing,NA
fascinating,fascinante,positive,bing,NA
fascinatingly,fascinantemente,positive,bing,NA
fascination,fascinación,positive,bing,NA
fascism,fascismo,negative,bing,NA
fascist,fascista,negative,bing,NA
fashionable,de moda,positive,bing,NA
fashionably,a la moda,positive,bing,NA
fast,rápido,positive,bing,NA
fast-growing,Crecimiento rápido,positive,bing,NA
fast-paced,Acelerado,positive,bing,NA
faster,Más rápido,positive,bing,NA
fastest,lo más rápido,positive,bing,NA
fastest-growing,Crecimiento más rápido,positive,bing,NA
fastidious,fastidioso,negative,bing,NA
fastidiously,Meticulosamente,negative,bing,NA
fastuous,Fastuoso,negative,bing,NA
fat,grasa,negative,bing,NA
fat-cat,gato gordo,negative,bing,NA
fat-cats,gatos gordos,negative,bing,NA
fatal,fatal,negative,bing,NA
fatalistic,Fatalista,negative,bing,NA
fatalistically,Fatalista,negative,bing,NA
fatally,fatalmente,negative,bing,NA
fatcat,gato gordo,negative,bing,NA
fatcats,gatos gordos,negative,bing,NA
fateful,fatídico,negative,bing,NA
fatefully,fatídicamente,negative,bing,NA
fathomless,insondable,negative,bing,NA
fatigue,fatiga,negative,bing,NA
fatigued,Fatigado,negative,bing,NA
fatique,Falsa,negative,bing,NA
fatty,graso,negative,bing,NA
fatuity,fatuidad,negative,bing,NA
fatuous,fatuo,negative,bing,NA
fatuously,fatuamente,negative,bing,NA
fault,culpa,negative,bing,NA
faultless,impecable,positive,bing,NA
faults,Defectos,negative,bing,NA
faulty,defectuoso,negative,bing,NA
fav,Fav,positive,bing,NA
fave,Fave,positive,bing,NA
favor,favor,positive,bing,NA
favorable,favorable,positive,bing,NA
favored,favorecido,positive,bing,NA
favorite,favorito,positive,bing,NA
favorited,Favorito,positive,bing,NA
favour,favor,positive,bing,NA
fawningly,Mansamente,negative,bing,NA
faze,perturbar,negative,bing,NA
fear,miedo,negative,bing,NA
fearful,temeroso,negative,bing,NA
fearfully,con miedo,negative,bing,NA
fearless,audaz,positive,bing,NA
fearlessly,Sin temor,positive,bing,NA
fears,Miedos,negative,bing,NA
fearsome,temible,negative,bing,NA
feasible,factible,positive,bing,NA
feasibly,Posiblemente,positive,bing,NA
feat,hazaña,positive,bing,NA
feature-rich,Rico en funciones,positive,bing,NA
fecilitous,Febril,positive,bing,NA
feckless,irresponsable,negative,bing,NA
feeble,débil,negative,bing,NA
feeblely,Débilmente,negative,bing,NA
feebleminded,débiles mentales,negative,bing,NA
feign,fingir,negative,bing,NA
feint,finta,negative,bing,NA
feisty,Febril,positive,bing,NA
felicitate,felicitar,positive,bing,NA
felicitous,feliz,positive,bing,NA
felicity,felicidad,positive,bing,NA
fell,cayó,negative,bing,NA
felon,felón,negative,bing,NA
felonious,criminal,negative,bing,NA
ferociously,ferozmente,negative,bing,NA
ferocity,ferocidad,negative,bing,NA
fertile,fértil,positive,bing,NA
fervent,ferviente,positive,bing,NA
fervently,fervorosamente,positive,bing,NA
fervid,fervoroso,positive,bing,NA
fervidly,Fervientemente,positive,bing,NA
fervor,fervor,positive,bing,NA
festive,festivo,positive,bing,NA
fetid,fétido,negative,bing,NA
fever,fiebre,negative,bing,NA
feverish,febril,negative,bing,NA
fevers,Fiebres,negative,bing,NA
fiasco,fiasco,negative,bing,NA
fib,mentira,negative,bing,NA
fibber,mentiroso,negative,bing,NA
fickle,voluble,negative,bing,NA
fiction,ficción,negative,bing,NA
fictional,ficticio,negative,bing,NA
fictitious,ficticio,negative,bing,NA
fidelity,fidelidad,positive,bing,NA
fidget,agitarse,negative,bing,NA
fidgety,nervioso,negative,bing,NA
fiend,demonio,negative,bing,NA
fiendish,diabólico,negative,bing,NA
fierce,feroz,negative,bing,NA
fiery,ardiente,positive,bing,NA
figurehead,testaferro,negative,bing,NA
filth,inmundicia,negative,bing,NA
filthy,inmundo,negative,bing,NA
finagle,Finagle,negative,bing,NA
fine,multa,positive,bing,NA
fine-looking,Bien parecido,positive,bing,NA
finely,Finamente,positive,bing,NA
finer,Más fino,positive,bing,NA
finest,mejor,positive,bing,NA
finicky,melindroso,negative,bing,NA
firmer,Más firme,positive,bing,NA
first-class,primera clase,positive,bing,NA
first-in-class,Primero en la clase,positive,bing,NA
first-rate,De primera clase,positive,bing,NA
fissures,Fisuras,negative,bing,NA
fist,puño,negative,bing,NA
flabbergast,asombrar,negative,bing,NA
flabbergasted,asombrado,negative,bing,NA
flagging,flojo,negative,bing,NA
flagrant,flagrante,negative,bing,NA
flagrantly,notoriamente,negative,bing,NA
flair,instinto,negative,bing,NA
flairs,Flandes,negative,bing,NA
flak,fuego antiaéreo,negative,bing,NA
flake,escama,negative,bing,NA
flakey,Flakey,negative,bing,NA
flakieness,Flakieness,negative,bing,NA
flaking,Descamación,negative,bing,NA
flaky,escamoso,negative,bing,NA
flare,llamarada,negative,bing,NA
flares,Llamaradas,negative,bing,NA
flareup,estallar,negative,bing,NA
flareups,Flareups,negative,bing,NA
flashy,ostentoso,positive,bing,NA
flat-out,Plano,negative,bing,NA
flatter,halagar,positive,bing,NA
flattering,halagüeño,positive,bing,NA
flatteringly,Halagadoramente,positive,bing,NA
flaunt,lucir,negative,bing,NA
flaw,falla,negative,bing,NA
flawed,Defectuoso,negative,bing,NA
flawless,perfecto,positive,bing,NA
flawlessly,Impecablemente,positive,bing,NA
flaws,Defectos,negative,bing,NA
flee,huir,negative,bing,NA
fleed,Huyó,negative,bing,NA
fleeing,Huyendo,negative,bing,NA
fleer,dado,negative,bing,NA
flees,Huye,negative,bing,NA
fleeting,fugaz,negative,bing,NA
flexibility,flexibilidad,positive,bing,NA
flexible,flexible,positive,bing,NA
flicering,Flicering traducción,negative,bing,NA
flicker,parpadeo,negative,bing,NA
flickering,parpadeo,negative,bing,NA
flickers,Parpadea,negative,bing,NA
flighty,frívolo,negative,bing,NA
flimflam,decir algo,negative,bing,NA
flimsy,endeble,negative,bing,NA
flirt,Ligar,negative,bing,NA
flirty,Coqueto,negative,bing,NA
floored,Pavimentado,negative,bing,NA
flounder,platija,negative,bing,NA
floundering,Floteando,negative,bing,NA
flourish,florecer,positive,bing,NA
flourishing,floreciente,positive,bing,NA
flout,burlarse de,negative,bing,NA
fluent,fluido,positive,bing,NA
fluster,aturdir,negative,bing,NA
flutter,aleteo,positive,bing,NA
foe,enemigo,negative,bing,NA
fond,aficionado,positive,bing,NA
fondly,afectuosamente,positive,bing,NA
fondness,cariño,positive,bing,NA
fool,tonto,negative,bing,NA
fooled,Engañado,negative,bing,NA
foolhardy,temerario,negative,bing,NA
foolish,tonto,negative,bing,NA
foolishly,neciamente,negative,bing,NA
foolishness,tontería,negative,bing,NA
foolproof,infalible,positive,bing,NA
forbid,prohibir,negative,bing,NA
forbidden,prohibido,negative,bing,NA
forbidding,amenazante,negative,bing,NA
forceful,fuerte,negative,bing,NA
foreboding,presentimiento,negative,bing,NA
forebodingly,Condenadamente,negative,bing,NA
foremost,principal,positive,bing,NA
foresight,previsión,positive,bing,NA
forfeit,perder,negative,bing,NA
forged,falsificado,negative,bing,NA
forgetful,olvidadizo,negative,bing,NA
forgetfully,Olvidada,negative,bing,NA
forgetfulness,olvido,negative,bing,NA
forlorn,abandonado,negative,bing,NA
forlornly,Por desgracia,negative,bing,NA
formidable,formidable,positive,bing,NA
forsake,abandonar,negative,bing,NA
forsaken,abandonado,negative,bing,NA
forswear,abjurar de,negative,bing,NA
fortitude,fortaleza,positive,bing,NA
fortuitous,fortuito,positive,bing,NA
fortuitously,fortuitamente,positive,bing,NA
fortunate,afortunado,positive,bing,NA
fortunately,por suerte,positive,bing,NA
fortune,fortuna,positive,bing,NA
foul,falta,negative,bing,NA
foully,asquerosamente,negative,bing,NA
foulness,asquerosidad,negative,bing,NA
fractious,díscolo,negative,bing,NA
fractiously,Fraccionadamente,negative,bing,NA
fracture,fractura,negative,bing,NA
fragile,frágil,negative,bing,NA
fragmented,fragmentado,negative,bing,NA
fragrant,fragante,positive,bing,NA
frail,frágil,negative,bing,NA
frantic,frenético,negative,bing,NA
frantically,Frenéticamente,negative,bing,NA
franticly,Frenéticamente,negative,bing,NA
fraud,fraude,negative,bing,NA
fraudulent,fraudulento,negative,bing,NA
fraught,tenso,negative,bing,NA
frazzle,agotar,negative,bing,NA
frazzled,Agotado,negative,bing,NA
freak,monstruo,negative,bing,NA
freaking,Freaking,negative,bing,NA
freakish,monstruoso,negative,bing,NA
freakishly,Extrañamente,negative,bing,NA
freaks,Monstruos,negative,bing,NA
free,gratis,positive,bing,NA
freed,liberado,positive,bing,NA
freedom,libertad,positive,bing,NA
freedoms,Libertades,positive,bing,NA
freeze,congelar,negative,bing,NA
freezes,Congela,negative,bing,NA
freezing,congelación,negative,bing,NA
frenetic,frenético,negative,bing,NA
frenetically,Frenéticamente,negative,bing,NA
frenzied,frenético,negative,bing,NA
frenzy,frenesí,negative,bing,NA
fresh,Fresco,positive,bing,NA
fresher,novato,positive,bing,NA
freshest,Más fresco,positive,bing,NA
fret,traste,negative,bing,NA
fretful,displicente,negative,bing,NA
frets,Trastes,negative,bing,NA
friction,fricción,negative,bing,NA
frictions,Fricciones,negative,bing,NA
fried,frito,negative,bing,NA
friendliness,amabilidad,positive,bing,NA
friendly,amistoso,positive,bing,NA
friggin,Maldito,negative,bing,NA
frigging,Jodido,negative,bing,NA
fright,susto,negative,bing,NA
frighten,asustar,negative,bing,NA
frightening,aterrador,negative,bing,NA
frighteningly,pavorosamente,negative,bing,NA
frightful,espantoso,negative,bing,NA
frightfully,espantosamente,negative,bing,NA
frigid,frígido,negative,bing,NA
frolic,fiesta,positive,bing,NA
frost,escarcha,negative,bing,NA
frown,fruncir el ceño,negative,bing,NA
froze,Congeló,negative,bing,NA
frozen,congelado,negative,bing,NA
frugal,frugal,positive,bing,NA
fruitful,fructífero,positive,bing,NA
fruitless,infructuoso,negative,bing,NA
fruitlessly,Infructuosamente,negative,bing,NA
frustrate,frustrar,negative,bing,NA
frustrated,frustrado,negative,bing,NA
frustrates,Frustra,negative,bing,NA
frustrating,frustrante,negative,bing,NA
frustratingly,Frustrantemente,negative,bing,NA
frustration,frustración,negative,bing,NA
frustrations,Frustraciones,negative,bing,NA
ftw,Ftw,positive,bing,NA
fuck,Mierda,negative,bing,NA
fucking,maldito,negative,bing,NA
fudge,Dulce de azúcar,negative,bing,NA
fugitive,fugitivo,negative,bing,NA
fulfillment,cumplimiento,positive,bing,NA
full-blown,Full-blown,negative,bing,NA
fulminate,fulminar,negative,bing,NA
fumble,buscar a tientas,negative,bing,NA
fume,humo,negative,bing,NA
fumes,vapores,negative,bing,NA
fun,divertido,positive,bing,NA
fundamentalism,fundamentalismo,negative,bing,NA
funky,miedoso,negative,bing,NA
funnily,cómicamente,negative,bing,NA
funny,gracioso,negative,bing,NA
furious,furioso,negative,bing,NA
furiously,Furiosamente,negative,bing,NA
furor,furor,negative,bing,NA
fury,furia,negative,bing,NA
fuss,escándalo,negative,bing,NA
fussy,exigente,negative,bing,NA
fustigate,fustigar,negative,bing,NA
fusty,rancio,negative,bing,NA
futile,fútil,negative,bing,NA
futilely,Inútilmente,negative,bing,NA
futility,futilidad,negative,bing,NA
futurestic,Futurestic,positive,bing,NA
futuristic,futurista,positive,bing,NA
fuzzy,borroso,negative,bing,NA
gabble,algarabía,negative,bing,NA
gaff,garfio,negative,bing,NA
gaffe,metedura de pata,negative,bing,NA
gaiety,alegría,positive,bing,NA
gaily,alegremente,positive,bing,NA
gain,ganancia,positive,bing,NA
gained,Ganado,positive,bing,NA
gainful,retribuido,positive,bing,NA
gainfully,Con ganancia,positive,bing,NA
gaining,Ganando,positive,bing,NA
gains,ganancias,positive,bing,NA
gainsay,contradecir,negative,bing,NA
gainsayer,Ganancia,negative,bing,NA
gall,hiel,negative,bing,NA
gallant,galante,positive,bing,NA
gallantly,gallardamente,positive,bing,NA
galling,mortificante,negative,bing,NA
gallingly,Gallingly,negative,bing,NA
galls,Agallas,negative,bing,NA
galore,en abundancia,positive,bing,NA
gangster,gángster,negative,bing,NA
gape,mirar boquiabierto,negative,bing,NA
garbage,basura,negative,bing,NA
garish,llamativo,negative,bing,NA
gasp,jadear,negative,bing,NA
gauche,desmañado,negative,bing,NA
gaudy,llamativo,negative,bing,NA
gawk,papar moscas,negative,bing,NA
gawky,desgarbado,negative,bing,NA
geekier,Geekier,positive,bing,NA
geeky,Geek,positive,bing,NA
geezer,vejestorio,negative,bing,NA
gem,joya,positive,bing,NA
gems,Gemas,positive,bing,NA
generosity,generosidad,positive,bing,NA
generous,generoso,positive,bing,NA
generously,Generosamente,positive,bing,NA
genial,genial,positive,bing,NA
genius,genio,positive,bing,NA
genocide,genocidio,negative,bing,NA
gentle,amable,positive,bing,NA
gentlest,Más suave,positive,bing,NA
genuine,auténtico,positive,bing,NA
get-rich,Hacerse rico,negative,bing,NA
ghastly,horrible,negative,bing,NA
ghetto,ghetto,negative,bing,NA
ghosting,Fantasma,negative,bing,NA
gibber,farfullar,negative,bing,NA
gibberish,algarabía,negative,bing,NA
gibe,burla,negative,bing,NA
giddy,mareado,negative,bing,NA
gifted,dotado,positive,bing,NA
gimmick,truco,negative,bing,NA
gimmicked,Truco,negative,bing,NA
gimmicking,Truco,negative,bing,NA
gimmicks,Trucos,negative,bing,NA
gimmicky,Gimmicky traducción espanol,negative,bing,NA
glad,alegre,positive,bing,NA
gladden,alegrar,positive,bing,NA
gladly,con alegría,positive,bing,NA
gladness,alegría,positive,bing,NA
glamorous,atractivo,positive,bing,NA
glare,deslumbramiento,negative,bing,NA
glaringly,deslumbrante,negative,bing,NA
glee,alegría,positive,bing,NA
gleeful,jubiloso,positive,bing,NA
gleefully,Alegremente,positive,bing,NA
glib,fácil,negative,bing,NA
glibly,con poca sinceridad,negative,bing,NA
glimmer,luz tenue,positive,bing,NA
glimmering,Parpadeando,positive,bing,NA
glisten,relucir,positive,bing,NA
glistening,brillante,positive,bing,NA
glitch,falla,negative,bing,NA
glitches,Fallos,negative,bing,NA
glitter,resplandecer,positive,bing,NA
glitz,Brillo,positive,bing,NA
gloatingly,Alegremente,negative,bing,NA
gloom,oscuridad,negative,bing,NA
gloomy,melancólico,negative,bing,NA
glorify,glorificar,positive,bing,NA
glorious,glorioso,positive,bing,NA
gloriously,Gloriosamente,positive,bing,NA
glory,gloria,positive,bing,NA
glow,brillo,positive,bing,NA
glower,mirar con ceño,negative,bing,NA
glowing,brillante,positive,bing,NA
glowingly,Glowingly,positive,bing,NA
glum,sombrío,negative,bing,NA
glut,exceso,negative,bing,NA
gnawing,Roer,negative,bing,NA
goad,aguijón,negative,bing,NA
goading,Incitando,negative,bing,NA
god-awful,Dios horrible,negative,bing,NA
god-given,dado por Dios,positive,bing,NA
god-send,bendición,positive,bing,NA
godlike,divino,positive,bing,NA
godsend,bendición,positive,bing,NA
gold,oro,positive,bing,NA
golden,dorado,positive,bing,NA
good,bueno,positive,bing,NA
goodly,hermoso,positive,bing,NA
goodness,bondad,positive,bing,NA
goodwill,buena voluntad,positive,bing,NA
goof,bobo,negative,bing,NA
goofy,mentecato,negative,bing,NA
goon,seguir,negative,bing,NA
goood,Bien,positive,bing,NA
gooood,Gooood,positive,bing,NA
gorgeous,maravilloso,positive,bing,NA
gorgeously,Maravillosamente,positive,bing,NA
gossip,chisme,negative,bing,NA
grace,gracia,positive,bing,NA
graceful,agraciado,positive,bing,NA
gracefully,graciosamente,positive,bing,NA
graceless,sin gracia,negative,bing,NA
gracelessly,Sin gracia,negative,bing,NA
gracious,Cortés,positive,bing,NA
graciously,graciosamente,positive,bing,NA
graciousness,gracia,positive,bing,NA
graft,injerto,negative,bing,NA
grainy,granoso,negative,bing,NA
grand,grandioso,positive,bing,NA
grandeur,grandeza,positive,bing,NA
grapple,luchar,negative,bing,NA
grate,rallar,negative,bing,NA
grateful,agradecido,positive,bing,NA
gratefully,con agradecimiento,positive,bing,NA
gratification,gratificación,positive,bing,NA
gratified,Satisfecho,positive,bing,NA
gratifies,Gratifica,positive,bing,NA
gratify,satisfacer,positive,bing,NA
gratifying,Gratificante,positive,bing,NA
gratifyingly,Gratificantemente,positive,bing,NA
grating,rejilla,negative,bing,NA
gratitude,gratitud,positive,bing,NA
gravely,gravemente,negative,bing,NA
greasy,grasiento,negative,bing,NA
great,estupendo,positive,bing,NA
greatest,Mayor,positive,bing,NA
greatness,grandeza,positive,bing,NA
greed,codicia,negative,bing,NA
greedy,codicioso,negative,bing,NA
grief,dolor,negative,bing,NA
grievance,queja,negative,bing,NA
grievances,Agravios,negative,bing,NA
grieve,afligirse,negative,bing,NA
grieving,Duelo,negative,bing,NA
grievous,grave,negative,bing,NA
grievously,crasamente,negative,bing,NA
grim,severo,negative,bing,NA
grimace,mueca,negative,bing,NA
grin,mueca,positive,bing,NA
grind,moler,negative,bing,NA
gripe,queja,negative,bing,NA
gripes,cólicos,negative,bing,NA
grisly,espeluznante,negative,bing,NA
gritty,arenoso,negative,bing,NA
gross,bruto,negative,bing,NA
grossly,gravemente,negative,bing,NA
grotesque,grotesco,negative,bing,NA
grouch,cascarrabias,negative,bing,NA
grouchy,malhumorado,negative,bing,NA
groundbreaking,Innovador,positive,bing,NA
groundless,infundado,negative,bing,NA
grouse,queja,negative,bing,NA
growl,gruñido,negative,bing,NA
grudge,resentimiento,negative,bing,NA
grudges,Resentimientos,negative,bing,NA
grudging,avaro,negative,bing,NA
grudgingly,a regañadientes,negative,bing,NA
gruesome,horrible,negative,bing,NA
gruesomely,Horriblemente,negative,bing,NA
gruff,brusco,negative,bing,NA
grumble,queja,negative,bing,NA
grumpier,Gruñón,negative,bing,NA
grumpiest,Más gruñón,negative,bing,NA
grumpily,Gruñón,negative,bing,NA
grumpish,Gruñón,negative,bing,NA
grumpy,gruñón,negative,bing,NA
guarantee,garantía,positive,bing,NA
guidance,dirección,positive,bing,NA
guile,engaño,negative,bing,NA
guilt,culpa,negative,bing,NA
guiltily,culpadamente,negative,bing,NA
guiltless,inocente,positive,bing,NA
guilty,culpable,negative,bing,NA
gullible,crédulo,negative,bing,NA
gumption,listeza,positive,bing,NA
gush,chorro,positive,bing,NA
gusto,entusiasmo,positive,bing,NA
gutless,Gutless traducción espanol,negative,bing,NA
gutsy,Valiente,positive,bing,NA
gutter,canal,negative,bing,NA
hack,cortar,negative,bing,NA
hacks,Hacks,negative,bing,NA
haggard,demacrado,negative,bing,NA
haggle,regatear,negative,bing,NA
hail,granizo,positive,bing,NA
hairloss,perdida de cabello,negative,bing,NA
halcyon,martín pescador,positive,bing,NA
hale,sano,positive,bing,NA
halfhearted,poco entusiasta,negative,bing,NA
halfheartedly,Sinceramente,negative,bing,NA
hallmark,contraste,positive,bing,NA
hallmarks,Marcas distintivas,positive,bing,NA
hallowed,Santificado,positive,bing,NA
hallucinate,alucinar,negative,bing,NA
hallucination,alucinación,negative,bing,NA
hamper,cesto,negative,bing,NA
hampered,Obstaculizado,negative,bing,NA
handicapped,minusválido,negative,bing,NA
handier,Más práctico,positive,bing,NA
handily,A mano,positive,bing,NA
hands-down,manos abajo,positive,bing,NA
handsome,hermoso,positive,bing,NA
handsomely,Generosamente,positive,bing,NA
handy,práctico,positive,bing,NA
hang,colgar,negative,bing,NA
hangs,Cuelga,negative,bing,NA
haphazard,al azar,negative,bing,NA
hapless,desventurado,negative,bing,NA
happier,Más feliz,positive,bing,NA
happily,felizmente,positive,bing,NA
happiness,felicidad,positive,bing,NA
happy,contento,positive,bing,NA
harangue,arenga,negative,bing,NA
harass,acosar,negative,bing,NA
harassed,Acosado,negative,bing,NA
harasses,Acosa,negative,bing,NA
harassment,acoso,negative,bing,NA
harboring,Albergando,negative,bing,NA
harbors,Puertos,negative,bing,NA
hard,difícil,negative,bing,NA
hard-hit,golpe duro,negative,bing,NA
hard-line,Línea dura,negative,bing,NA
hard-liner,político de línea dura,negative,bing,NA
hard-working,trabajo duro,positive,bing,NA
hardball,Duro,negative,bing,NA
harden,endurecer,negative,bing,NA
hardened,curtido,negative,bing,NA
hardheaded,cabeza dura,negative,bing,NA
hardhearted,duro de corazón,negative,bing,NA
hardier,Más fuerte,positive,bing,NA
hardliner,político de línea dura,negative,bing,NA
hardliners,Línea dura,negative,bing,NA
hardship,privación,negative,bing,NA
hardships,Dificultades,negative,bing,NA
hardy,resistente,positive,bing,NA
harm,daño,negative,bing,NA
harmed,Dañado,negative,bing,NA
harmful,perjudicial,negative,bing,NA
harmless,inofensivo,positive,bing,NA
harmonious,armonioso,positive,bing,NA
harmoniously,Armoniosamente,positive,bing,NA
harmonize,armonizar,positive,bing,NA
harmony,armonía,positive,bing,NA
harms,Daña,negative,bing,NA
harpy,arpía,negative,bing,NA
harridan,bruja,negative,bing,NA
harried,Acosado,negative,bing,NA
harrow,grada,negative,bing,NA
harsh,duro,negative,bing,NA
harshly,duramente,negative,bing,NA
hasseling,Hasseling,negative,bing,NA
hassle,molestia,negative,bing,NA
hassled,Molestado,negative,bing,NA
hassles,Molestias,negative,bing,NA
haste,prisa,negative,bing,NA
hastily,precipitadamente,negative,bing,NA
hasty,apresurado,negative,bing,NA
hate,odio,negative,bing,NA
hated,odiado,negative,bing,NA
hateful,odioso,negative,bing,NA
hatefully,Con odio,negative,bing,NA
hatefulness,Odio,negative,bing,NA
hater,Odio,negative,bing,NA
haters,Enemigos,negative,bing,NA
hates,Odia,negative,bing,NA
hating,Odiando,negative,bing,NA
hatred,odio,negative,bing,NA
haughtily,Con altivez,negative,bing,NA
haughty,arrogante,negative,bing,NA
haunt,guarida,negative,bing,NA
haunting,obsesionante,negative,bing,NA
havoc,estragos,negative,bing,NA
hawkish,Halcón,negative,bing,NA
haywire,loco,negative,bing,NA
hazard,peligro,negative,bing,NA
hazardous,peligroso,negative,bing,NA
haze,calina,negative,bing,NA
hazy,brumoso,negative,bing,NA
head-aches,Dolores de cabeza,negative,bing,NA
